employee_id,name,age,department,position,hire_date,leave_date,salary,got_raise,raise_count,months_since_last_raise,has_training,trainings_count,months_since_last_training,performance,enps,attrition
738,Капустин Аскольд Бориславович,40,Производство,Начальник цеха,2022-05-15,,522.0,1,1,26,1,2,25,3.9,30,0
739,Лариса Феликсовна Михеева,35,IT,Аналитик,2023-09-29,,798.0,0,0,15,1,1,4,3.7,32,0
740,Фаина Станиславовна Зиновьева,37,Финансы,CFO,2022-11-07,2023-10-30,568.0,0,0,25,0,0,25,3.9,15,1
741,Николай Феликсович Волков,54,Производство,Технолог,2022-06-28,,329.0,0,0,30,1,2,13,3.9,41,0
742,Светозар Фролович Бобылев,44,Логистика,Логист,2024-03-14,,468.0,0,0,9,0,0,9,3.9,79,0
743,Мельников Потап Ярославович,25,HR,HR-специалист,2023-12-25,,724.0,1,1,12,1,1,12,3.8,48,0
744,Александрова Фаина Романовна,24,Финансы,Бухгалтер,2024-04-23,,693.0,0,0,8,0,0,8,3.7,81,0
745,Орехов Иосиф Виленович,40,HR,Рекрутер,2024-01-16,,648.0,0,0,11,0,0,11,3.9,74,0
746,Александра Васильевна Власова,48,Производство,Технолог,2023-03-26,2024-10-21,535.0,0,0,21,0,0,21,4.1,76,1
747,Соколова Алла Матвеевна,39,Производство,Технолог,2022-03-29,,424.0,1,1,23,1,1,4,3.5,70,0
748,Азарий Виленович Мясников,48,Производство,Начальник цеха,2023-02-28,,571.0,1,1,0,1,1,4,2.5,68,0
749,Куприян Ильич Андреев,43,Продажи,Менеджер продаж,2022-03-28,,561.0,0,0,33,1,3,1,3.3,88,0
750,Наталья Павловна Самсонова,55,Производство,Оператор,2023-10-09,,592.0,1,1,6,1,1,11,3.6,65,0
751,Карл Юлианович Игнатов,39,HR,HR-специалист,2024-04-26,,715.0,0,0,8,1,1,7,2.5,49,0
752,Таисия Аркадьевна Доронина,44,Логистика,Менеджер логистики,2023-12-16,,497.0,1,1,12,0,0,12,2.2,82,0
753,Дорофеева Ирина Александровна,30,Производство,Мастер смены,2023-02-04,2024-12-31,466.0,1,1,6,0,0,22,2.8,13,1
754,тов. Кошелев Никодим Егорович,38,Производство,Оператор,2024-03-26,,388.0,0,0,9,1,1,8,3.4,-16,0
755,Пимен Анисимович Никитин,54,Производство,Мастер смены,2022-09-23,2023-12-04,419.0,0,0,27,0,0,27,2.5,-30,1
756,Гордеева Василиса Яковлевна,41,IT,Аналитик,2022-12-25,,799.0,1,2,18,1,1,22,3.8,18,0
757,Харитонова Людмила Николаевна,55,Продажи,Менеджер продаж,2022-12-02,,664.0,1,1,14,0,0,24,4.0,22,0
758,Федоров Платон Витальевич,52,Производство,Начальник цеха,2022-05-14,,380.0,0,0,31,1,2,21,4.2,37,0
759,Суворов Якуб Измаилович,38,Логистика,Менеджер логистики,2024-06-11,,423.0,0,0,6,0,0,6,2.8,63,0
760,Олимпий Эдуардович Данилов,30,Финансы,Экономист,2023-06-02,,684.0,1,1,4,1,2,16,1.7,80,0
761,Милан Юльевич Лазарев,52,Производство,Технолог,2023-04-12,,329.0,0,0,20,1,2,11,3.9,79,0
762,Кабанов Стоян Эдгарович,40,Производство,Мастер смены,2023-08-09,,331.0,0,0,16,0,0,16,3.3,17,0
763,Виталий Игнатович Михеев,53,IT,DevOps,2022-10-29,,656.0,0,0,26,1,1,25,3.3,84,0
764,Морозов Поликарп Федотович,53,HR,Рекрутер,2022-07-07,,401.0,1,2,11,0,0,29,3.4,81,0
765,Радован Денисович Рожков,50,Производство,Мастер смены,2023-08-03,,572.0,1,1,15,1,2,4,3.6,28,0
766,Мирослав Давыдович Ситников,42,Производство,Начальник цеха,2022-06-02,2023-10-09,345.0,1,2,21,1,3,12,2.6,-1,1
767,Виталий Алексеевич Капустин,50,Производство,Оператор,2023-11-18,,526.0,0,0,13,0,0,13,3.2,71,0
768,Акулина Валентиновна Самойлова,27,Продажи,Менеджер продаж,2023-10-22,2024-12-31,514.0,0,0,14,0,0,14,2.5,66,1
769,Савина Эмилия Эдуардовна,33,HR,HR-специалист,2023-11-06,,737.0,1,1,12,0,0,13,3.5,83,0
770,Муравьев Валерий Еремеевич,24,Производство,Мастер смены,2023-02-16,2023-06-10,458.0,0,0,22,1,1,13,4.8,-7,1
771,Дьячков Гремислав Феоктистович,38,HR,HR BP,2023-01-27,,432.0,0,0,23,1,2,5,3.4,68,0
772,Веселова Пелагея Рубеновна,32,Производство,Начальник цеха,2023-11-26,,336.0,1,1,2,0,0,13,4.0,61,0
773,Борисова Феврония Максимовна,31,Производство,Оператор,2022-11-24,,436.0,1,1,8,1,3,3,4.1,46,0
774,Гордеев Любомир Бориславович,39,Производство,Начальник цеха,2022-04-28,,337.0,1,1,26,0,0,32,3.7,31,0
775,Кулаков Казимир Иосипович,39,Производство,Технолог,2022-01-20,2023-06-10,475.0,1,2,6,1,1,24,2.2,8,1
776,Титов Милен Давидович,31,Производство,Технолог,2024-03-12,,425.0,0,0,9,0,0,9,3.0,38,0
777,Ермакова Фаина Николаевна,22,Производство,Начальник цеха,2022-02-12,,548.0,1,2,18,1,1,0,5.0,4,0
778,Беспалов Изяслав Юлианович,35,Производство,Начальник цеха,2022-12-26,2024-09-22,484.0,1,2,9,0,0,24,4.2,-10,1
779,Большаков Якуб Фокич,47,Логистика,Логист,2022-04-02,,451.0,0,0,32,1,4,8,3.9,34,0
780,Афанасьев Лаврентий Гертрудович,38,Финансы,Финансовый аналитик,2023-10-13,,891.0,1,1,4,0,0,14,3.1,54,0
781,Сафонов Василий Борисович,43,Производство,Начальник цеха,2023-09-06,2024-05-30,324.0,0,0,15,0,0,15,3.4,-29,1
782,Екатерина Анатольевна Шубина,47,Производство,Начальник цеха,2024-02-20,,471.0,0,0,10,0,0,10,3.5,84,0
783,Королева Любовь Харитоновна,29,Финансы,CFO,2023-11-20,,628.0,1,1,13,1,1,6,4.1,59,0
784,Фирс Трофимович Горшков,50,Производство,Мастер смены,2022-07-17,,323.0,1,2,0,1,2,21,4.7,87,0
785,Амвросий Ефремович Орехов,41,Производство,Оператор,2024-04-15,,546.0,0,0,8,0,0,8,5.0,-26,0
786,Некрасов Эрнест Харлампович,34,Логистика,Кладовщик,2022-01-08,,521.0,1,2,25,0,0,35,3.2,81,0
787,Епифан Харитонович Третьяков,34,Логистика,Менеджер логистики,2022-06-24,2024-04-27,442.0,1,2,21,1,1,2,2.4,-14,1
788,Дьячкова Вера Геннадьевна,23,HR,HR BP,2022-07-16,2024-01-21,747.0,1,2,21,1,2,21,2.8,41,1
789,Наумова Евфросиния Оскаровна,25,Производство,Начальник цеха,2023-10-19,,559.0,1,1,6,1,1,4,4.2,33,0
790,Дементий Александрович Комиссаров,36,Логистика,Водитель,2024-01-09,,292.0,0,0,11,1,1,5,4.2,-30,0
791,Ксения Валентиновна Дементьева,23,Производство,Оператор,2023-08-09,,597.0,0,0,16,1,2,13,5.0,-5,0
792,Евстигней Германович Горбунов,28,Производство,Оператор,2023-10-04,,328.0,1,1,12,0,0,14,3.0,45,0
793,Мамонтов Богдан Ануфриевич,38,Логистика,Логист,2024-05-10,,341.0,0,0,7,0,0,7,5.0,75,0
794,Носков Федот Фадеевич,50,Логистика,Кладовщик,2022-03-16,,467.0,1,2,28,1,4,3,3.1,-20,0
795,Митофан Артемьевич Бобров,26,HR,HR-директор,2022-11-17,2024-12-31,674.0,0,0,25,1,3,1,3.1,-22,1
796,Кошелев Юрий Аверьянович,46,Производство,Оператор,2022-10-29,,432.0,1,2,24,1,3,7,4.6,80,0
797,Филатова Марина Вячеславовна,46,Финансы,Бухгалтер,2023-04-10,,675.0,1,1,19,1,2,3,2.5,70,0
798,Никифорова Лора Романовна,34,Логистика,Логист,2023-08-25,,306.0,0,0,16,1,2,2,5.0,45,0
799,Миронова Юлия Вениаминовна,54,Финансы,Экономист,2023-10-15,,588.0,1,1,7,1,1,2,3.6,-23,0
800,Якушев Макар Арсеньевич,44,Производство,Начальник цеха,2023-06-10,,407.0,0,0,18,0,0,18,4.9,30,0
801,Антонов Сила Егорович,22,Логистика,Логист,2023-01-13,2023-06-07,407.0,0,0,23,0,0,23,3.6,41,1
802,Сидорова Анжела Вячеславовна,34,Производство,Технолог,2022-07-25,,540.0,1,1,6,1,3,22,5.0,58,0
803,Маргарита Матвеевна Ларионова,43,Логистика,Логист,2024-05-22,,431.0,0,0,7,0,0,7,4.0,71,0
804,Валентин Эдуардович Волков,36,Производство,Технолог,2022-01-04,,514.0,1,1,13,1,1,15,4.3,64,0
805,Осипов Арефий Брониславович,46,IT,DevOps,2024-04-06,,755.0,0,0,8,0,0,8,3.3,-27,0
806,Мартынов Всеслав Фролович,34,Производство,Мастер смены,2023-03-27,,497.0,1,1,1,0,0,21,3.7,-5,0
807,Богданов Селиван Ануфриевич,33,Производство,Технолог,2022-09-26,,415.0,1,2,7,1,1,6,5.0,86,0
808,Кононов Кирилл Харлампьевич,29,Производство,Технолог,2023-01-24,,415.0,0,0,23,1,1,14,3.7,0,0
809,Савельева Варвара Леонидовна,49,Финансы,Экономист,2023-06-24,,849.0,0,0,18,0,0,18,4.6,71,0
810,Марфа Федоровна Воробьева,45,Производство,Начальник цеха,2023-12-13,,409.0,1,1,10,0,0,12,4.9,87,0
811,Лазарева Вера Ефимовна,40,Финансы,Экономист,2024-05-24,,812.0,0,0,7,0,0,7,4.8,81,0
812,Екатерина Вячеславовна Потапова,27,HR,HR-директор,2022-08-03,2023-12-03,675.0,1,2,19,0,0,28,4.0,-9,1
813,Конон Валерьянович Меркушев,55,Финансы,Финансовый аналитик,2023-05-26,,675.0,1,1,11,1,2,15,3.3,4,0
814,Лукин Савелий Адрианович,36,Производство,Оператор,2022-08-01,2024-01-08,571.0,1,1,27,1,1,12,2.6,-3,1
815,Данилов Борис Еремеевич,45,HR,Рекрутер,2024-05-12,,489.0,0,0,7,0,0,7,3.5,36,0
816,Агафонов Захар Эдуардович,54,Производство,Оператор,2023-04-22,,494.0,1,1,14,1,1,13,2.8,22,0
817,Наумов Аполлон Геннадиевич,46,Финансы,Финансовый аналитик,2022-10-07,,490.0,1,1,7,1,2,20,5.0,7,0
818,Фадеева Анастасия Матвеевна,39,Логистика,Водитель,2024-03-15,,507.0,0,0,9,0,0,9,4.3,-21,0
819,Феофан Захарьевич Киселев,34,Производство,Технолог,2022-12-08,,509.0,1,1,9,1,2,6,2.7,79,0
820,тов. Устинов Радим Фролович,41,Продажи,KAM,2022-01-09,2024-02-09,549.0,1,1,25,1,3,26,1.0,44,1
821,Орехов Флорентин Димитриевич,47,Производство,Технолог,2024-06-05,,384.0,0,0,6,0,0,6,3.6,40,0
822,тов. Калашников Еремей Анатольевич,27,Логистика,Менеджер логистики,2022-12-15,2024-05-15,357.0,0,0,24,1,3,24,4.6,90,1
823,Евпраксия Анатольевна Николаева,23,Производство,Начальник цеха,2024-05-23,,425.0,0,0,7,0,0,7,3.6,73,0
824,Симонова Алевтина Михайловна,48,Финансы,Финансовый аналитик,2022-08-19,,659.0,1,1,24,1,2,10,3.5,45,0
825,Казимир Якубович Виноградов,31,Логистика,Водитель,2022-05-23,,519.0,1,1,25,1,3,6,3.8,19,0
826,Эмилия Богдановна Владимирова,50,Логистика,Логист,2023-08-07,,437.0,1,1,2,0,0,16,3.4,-17,0
827,Самойлов Аггей Богданович,53,Логистика,Водитель,2024-04-26,,287.0,0,0,8,0,0,8,4.2,-4,0
828,Александров Варлаам Еремеевич,25,Производство,Оператор,2023-04-11,2024-09-02,423.0,0,0,20,0,0,20,3.1,11,1
829,Иннокентий Ефремович Муравьев,48,Производство,Оператор,2022-05-13,,454.0,0,0,31,1,3,30,3.9,81,0
830,Наина Павловна Осипова,41,Производство,Начальник цеха,2022-06-12,,484.0,1,2,22,1,3,8,3.2,-5,0
831,Остромир Анатольевич Ефремов,47,IT,IT-менеджер,2022-03-07,,979.0,0,0,33,1,4,10,4.9,28,0
832,Софрон Фокич Корнилов,51,Логистика,Водитель,2022-10-22,,365.0,1,2,25,1,2,12,2.6,48,0
833,Архипов Данила Георгиевич,37,Финансы,Экономист,2023-03-02,,555.0,1,1,14,1,1,21,3.9,20,0
834,Пимен Аксёнович Борисов,32,IT,Аналитик,2024-06-10,,793.0,0,0,6,0,0,6,4.4,59,0
835,Анатолий Игоревич Одинцов,48,Продажи,Старший менеджер,2023-05-21,,822.0,0,0,19,1,1,2,3.5,69,0
836,тов. Егоров Якуб Бенедиктович,35,Производство,Технолог,2022-09-16,,462.0,1,1,0,0,0,27,2.6,51,0
837,Лора Афанасьевна Крылова,43,Продажи,Директор продаж,2023-01-26,,727.0,0,0,23,1,1,1,3.9,87,0
838,Севастьян Ефимьевич Пахомов,51,Производство,Начальник цеха,2023-05-12,2024-05-21,339.0,0,0,19,1,2,14,3.5,-13,1
839,Антонин Брониславович Субботин,23,Финансы,Экономист,2024-05-08,,735.0,0,0,7,0,0,7,4.4,-9,0
840,Новикова Виктория Афанасьевна,39,Продажи,Менеджер продаж,2023-11-25,,499.0,1,1,2,0,0,13,4.4,61,0
841,Нестерова Наталья Харитоновна,25,HR,Рекрутер,2023-03-29,2024-07-17,693.0,0,0,21,1,1,9,2.5,-24,1
842,Колобов Геннадий Валентинович,37,Финансы,Экономист,2023-01-19,,564.0,0,0,23,1,1,0,3.9,-29,0
843,Макар Матвеевич Авдеев,28,Финансы,Бухгалтер,2022-08-14,,815.0,1,2,5,1,1,1,3.2,11,0
844,Нинель Тимофеевна Кулакова,35,Логистика,Кладовщик,2023-10-02,,509.0,1,1,6,0,0,14,3.7,-1,0
845,Зайцева Фёкла Ефимовна,22,Производство,Мастер смены,2022-06-27,,433.0,1,1,0,1,3,6,3.2,74,0
846,Изяслав Фролович Фадеев,26,Продажи,KAM,2022-02-14,2023-11-15,781.0,1,1,19,1,4,15,3.6,-17,1
847,Кононов Никита Борисович,28,Финансы,Экономист,2022-09-15,,732.0,1,2,22,1,3,21,4.7,-13,0
848,Кондратьев Александр Игоревич,52,Производство,Мастер смены,2024-05-21,2024-12-31,339.0,0,0,7,0,0,7,2.9,18,1
849,Ипатий Адамович Александров,23,Продажи,Менеджер продаж,2022-08-27,,677.0,0,0,28,1,2,7,3.4,49,0
850,Самсон Федосеевич Субботин,40,Производство,Мастер смены,2023-05-26,2024-12-31,377.0,1,1,6,1,2,1,2.2,0,1
851,Крылова Ираида Егоровна,43,IT,IT-менеджер,2024-01-27,2024-12-31,715.0,0,0,11,0,0,11,1.3,52,1
852,Агафья Константиновна Пономарева,43,Финансы,Экономист,2024-05-17,,624.0,0,0,7,0,0,7,3.2,86,0
853,Носкова Оксана Руслановна,36,Продажи,Старший менеджер,2024-03-31,,674.0,0,0,9,1,1,2,3.4,81,0
854,Матвеев Тит Матвеевич,31,Производство,Технолог,2022-02-23,2023-12-07,583.0,0,0,34,0,0,34,3.5,-8,1
855,Олег Гурьевич Селиверстов,54,Финансы,Экономист,2022-08-30,,513.0,1,2,14,1,2,5,3.4,-8,0
856,Константин Матвеевич Кондратьев,50,Производство,Мастер смены,2023-08-14,2024-11-14,591.0,0,0,16,1,1,15,2.9,-20,1
857,Анна Артемовна Рогова,50,Производство,Технолог,2023-04-28,,438.0,1,1,4,1,1,0,3.6,-20,0
858,Комарова Майя Ильинична,31,HR,HR BP,2023-09-02,,593.0,0,0,15,1,1,12,2.7,29,0
859,Медведева Нина Сергеевна,52,Логистика,Менеджер логистики,2023-07-30,,298.0,0,0,17,1,2,15,4.1,-30,0
860,Юдина Мария Викторовна,47,HR,HR BP,2023-05-19,,724.0,1,1,11,1,1,15,5.0,9,0
861,Федосий Викторович Баранов,24,IT,Разработчик,2023-02-23,2024-05-14,1196.0,0,0,22,1,1,18,4.2,2,1
862,Носков Порфирий Димитриевич,45,Логистика,Менеджер логистики,2023-10-13,,451.0,1,1,14,1,1,11,4.7,1,0
863,Симонов Вениамин Ильясович,23,Логистика,Логист,2023-10-09,2024-12-31,451.0,0,0,14,1,1,9,2.3,2,1
864,Дарья Константиновна Мартынова,29,Логистика,Кладовщик,2022-01-13,,469.0,1,2,24,1,3,22,3.8,45,0
865,Анастасия Геннадиевна Лыткина,49,Производство,Технолог,2024-06-16,,366.0,0,0,6,0,0,6,3.2,38,0
866,Светлана Васильевна Белозерова,48,HR,HR BP,2024-01-22,,663.0,0,0,11,0,0,11,2.6,51,0
867,Харитонова Прасковья Тарасовна,31,Финансы,Финансовый аналитик,2024-04-13,,593.0,0,0,8,1,1,4,4.0,32,0
868,Тамара Геннадиевна Григорьева,48,Производство,Начальник цеха,2023-06-22,,503.0,1,1,5,0,0,18,3.5,17,0
869,Максимова Ольга Юрьевна,33,Продажи,Старший менеджер,2023-05-14,2024-02-15,634.0,0,0,19,1,1,18,3.7,-23,1
870,Кузьмин Карп Филиппович,48,Финансы,Экономист,2022-09-23,,665.0,1,2,3,1,1,2,3.0,7,0
871,Евфросиния Кузьминична Ситникова,43,Производство,Мастер смены,2022-03-07,2022-06-12,328.0,0,0,33,1,3,15,3.3,-23,1
872,Адриан Гордеевич Королев,35,Продажи,Менеджер продаж,2022-04-10,2023-04-07,641.0,0,0,32,1,3,19,3.2,36,1
873,Конон Георгиевич Власов,43,IT,IT-менеджер,2024-02-15,,978.0,0,0,10,1,1,10,5.0,74,0
874,Петухов Лучезар Венедиктович,25,IT,IT-менеджер,2023-01-23,2024-06-07,1186.0,1,1,3,0,0,23,1.5,28,1
875,Нонна Геннадиевна Владимирова,29,Продажи,Старший менеджер,2022-01-27,,775.0,1,1,15,1,2,14,2.6,30,0
876,Бирюкова Нинель Эдуардовна,42,Производство,Технолог,2022-01-04,,325.0,1,1,2,1,2,21,2.7,26,0
877,Майя Семеновна Лихачева,27,Логистика,Менеджер логистики,2024-01-27,2024-09-19,365.0,0,0,11,0,0,11,3.4,-6,1
878,Иванна Геннадьевна Колобова,53,HR,HR-специалист,2022-05-11,2022-12-05,679.0,1,1,29,1,1,28,2.8,27,1
879,Костин Казимир Владиславович,35,Логистика,Кладовщик,2022-09-07,2023-11-05,322.0,1,2,22,0,0,27,5.0,-27,1
880,Аристарх Фёдорович Сазонов,38,HR,HR BP,2022-08-14,,633.0,1,2,3,1,1,17,5.0,51,0
881,Феврония Мироновна Беляева,36,Логистика,Логист,2024-06-11,,508.0,0,0,6,0,0,6,2.6,64,0
882,Шестакова Маргарита Александровна,36,Производство,Начальник цеха,2024-04-07,,383.0,0,0,8,1,1,1,4.4,-16,0
883,Валерия Михайловна Кудряшова,29,Производство,Технолог,2024-02-02,,480.0,0,0,10,1,1,6,3.5,-23,0
884,Андроник Зиновьевич Попов,42,Логистика,Менеджер логистики,2023-03-10,,469.0,0,0,21,1,2,21,3.5,47,0
885,Наталья Юрьевна Кулагина,51,Производство,Начальник цеха,2022-01-10,2024-02-20,408.0,1,1,14,1,3,21,2.5,-12,1
886,Фролов Порфирий Венедиктович,42,Финансы,Бухгалтер,2023-09-06,,610.0,0,0,15,1,1,15,3.8,50,0
887,Герасимова Алина Владиславовна,46,Производство,Мастер смены,2023-12-23,,336.0,1,1,2,0,0,12,4.6,-2,0
888,Мартынов Андроник Фёдорович,53,Продажи,Старший менеджер,2024-05-27,2024-12-31,720.0,0,0,7,0,0,7,2.0,-28,1
889,Ксения Артемовна Голубева,47,Производство,Начальник цеха,2022-12-23,,429.0,1,2,23,1,2,9,3.3,79,0
890,Ярополк Зиновьевич Гришин,25,Производство,Технолог,2022-11-28,2023-07-16,558.0,1,2,9,1,3,20,3.0,-10,1
891,Алексеева Зинаида Ивановна,31,Производство,Начальник цеха,2022-10-26,2023-06-24,379.0,1,2,6,0,0,26,2.5,-17,1
892,Наина Вадимовна Лебедева,32,Производство,Начальник цеха,2023-11-27,2024-04-18,579.0,0,0,13,1,1,7,4.7,-8,1
893,Зинаида Вадимовна Алексеева,49,Производство,Мастер смены,2023-08-31,,592.0,1,1,7,0,0,16,4.1,8,0
894,Фадеева Нонна Рудольфовна,46,Логистика,Кладовщик,2023-10-31,,470.0,0,0,14,1,1,13,4.0,74,0
895,Беляев Макар Богданович,22,Производство,Начальник цеха,2023-01-12,2023-05-05,354.0,0,0,23,0,0,23,2.3,35,1
896,Лукия Леонидовна Громова,28,Логистика,Менеджер логистики,2022-10-08,,475.0,0,0,26,1,3,15,3.6,52,0
897,Брагина Синклитикия Кузьминична,42,Производство,Технолог,2022-04-12,,338.0,1,2,11,1,3,26,3.3,74,0
898,Алла Валериевна Меркушева,55,Финансы,CFO,2022-03-07,,832.0,1,2,7,1,1,30,2.7,54,0
899,Козлов Анатолий Виленович,50,Производство,Технолог,2022-01-06,2023-11-02,544.0,0,0,35,0,0,35,3.9,-10,1
900,Уваров Юлиан Ильясович,29,Производство,Оператор,2022-03-28,,462.0,1,1,10,1,3,30,3.9,54,0
901,Марина Романовна Виноградова,40,Производство,Оператор,2023-06-16,,505.0,1,1,4,1,2,15,3.2,15,0
902,Гусев Самсон Фомич,28,Логистика,Кладовщик,2023-12-06,,442.0,0,0,12,0,0,12,2.6,-26,0
903,Шилова Синклитикия Никифоровна,35,Производство,Технолог,2022-05-18,,486.0,1,1,8,1,3,2,2.9,53,0
904,Святополк Бориславович Калинин,38,Производство,Начальник цеха,2022-03-27,,509.0,1,2,9,1,4,6,3.3,-21,0
905,Геннадий Терентьевич Данилов,45,Продажи,Старший менеджер,2024-01-02,,657.0,0,0,11,1,1,2,2.9,18,0
906,Игнатий Даниилович Суханов,39,IT,Аналитик,2022-03-21,,710.0,0,0,33,1,4,13,4.8,-22,0
907,Никифоров Радислав Яковлевич,39,Продажи,KAM,2022-12-08,2023-06-23,496.0,0,0,24,1,2,0,5.0,-2,1
908,Ким Гавриилович Абрамов,55,Финансы,Бухгалтер,2022-06-29,,786.0,1,1,18,1,3,3,4.8,37,0
909,Гришин Казимир Ильясович,39,Продажи,KAM,2023-07-19,2024-12-31,674.0,0,0,17,0,0,17,2.9,-7,1
910,Абрамов Никон Валерианович,30,IT,IT-менеджер,2023-05-04,,785.0,0,0,19,1,2,4,4.7,-12,0
911,Аггей Ерофеевич Ершов,45,Логистика,Логист,2022-02-24,,453.0,0,0,34,1,4,13,3.4,15,0
912,Алевтина Леоновна Ефимова,49,Логистика,Логист,2022-10-10,,408.0,1,2,26,1,1,9,3.0,51,0
913,Буров Фирс Анисимович,42,Производство,Мастер смены,2023-02-21,2023-07-19,557.0,0,0,22,0,0,22,3.3,-9,1
914,Коновалов Мариан Егорович,53,Производство,Мастер смены,2023-07-22,2024-03-07,546.0,0,0,17,1,1,16,1.6,89,1
915,Авксентий Алексеевич Брагин,22,Логистика,Водитель,2023-02-20,,431.0,0,0,22,1,2,13,3.1,1,0
916,Юлий Феодосьевич Комиссаров,50,Продажи,Менеджер продаж,2023-09-14,2024-04-27,811.0,0,0,15,0,0,15,2.2,-21,1
917,Мишин Фирс Филатович,53,Логистика,Водитель,2023-03-09,,373.0,1,1,3,1,1,21,3.5,68,0
918,Лихачев Евстигней Елизарович,40,Производство,Мастер смены,2023-05-10,,394.0,0,0,19,1,2,18,4.5,20,0
919,Антип Евсеевич Журавлев,53,HR,HR-специалист,2023-04-20,2024-01-25,420.0,0,0,20,1,2,14,3.1,-30,1
920,Игнатьев Трифон Эдгардович,49,Производство,Оператор,2022-04-14,,458.0,0,0,32,1,4,16,4.2,85,0
921,Самойлов Демид Харлампьевич,31,Производство,Начальник цеха,2022-01-08,,535.0,1,1,14,1,3,12,3.0,84,0
922,Петр Адамович Орехов,50,Логистика,Логист,2022-04-22,,441.0,1,1,10,1,1,11,4.0,65,0
923,Юлия Александровна Никитина,34,Производство,Технолог,2022-04-24,2023-02-11,400.0,0,0,32,1,3,13,3.4,-10,1
924,Козлова Полина Львовна,48,IT,DevOps,2022-05-02,,914.0,1,1,8,1,2,24,1.8,67,0
925,Людмила Натановна Капустина,29,HR,HR-директор,2022-05-15,,735.0,0,0,31,1,1,4,3.4,57,0
926,Эммануил Викентьевич Брагин,22,Производство,Мастер смены,2023-03-16,,442.0,1,1,9,1,1,2,3.6,67,0
927,Захаров Гедеон Валерьянович,54,Производство,Технолог,2024-01-17,,372.0,0,0,11,0,0,11,5.0,1,0
928,Лонгин Абрамович Афанасьев,28,Финансы,Экономист,2023-05-01,2024-12-31,774.0,0,0,19,0,0,19,1.6,79,1
929,Самуил Ефремович Борисов,30,Продажи,Старший менеджер,2022-05-04,,594.0,1,1,12,1,1,13,4.0,80,0
930,Васильева Алевтина Сергеевна,36,Производство,Мастер смены,2023-12-18,,382.0,1,1,7,0,0,12,3.6,35,0
931,Иванна Ильинична Белякова,39,Продажи,KAM,2022-04-23,,580.0,1,1,26,1,1,10,3.9,-30,0
932,Потапов Светозар Богданович,40,Продажи,KAM,2022-08-06,,622.0,1,2,3,1,3,5,3.2,2,0
933,Лебедев Самуил Аксёнович,29,Логистика,Логист,2022-11-08,,304.0,0,0,25,1,1,10,2.6,65,0
934,Рогова Евгения Семеновна,39,Логистика,Логист,2022-09-01,,331.0,1,1,2,0,0,27,4.6,-14,0
935,Карл Захарьевич Крылов,34,Продажи,Менеджер продаж,2022-02-12,,514.0,1,1,6,0,0,34,4.5,8,0
936,Степанова Глафира Тимофеевна,31,Логистика,Кладовщик,2023-07-01,,291.0,0,0,17,1,1,17,3.1,61,0
937,Вера Матвеевна Дроздова,50,HR,HR BP,2023-01-10,,620.0,0,0,23,1,1,2,2.5,34,0
938,Агап Фокич Семенов,30,Производство,Мастер смены,2023-12-15,,401.0,0,0,12,0,0,12,3.6,64,0
939,Агафья Леонидовна Меркушева,50,Производство,Оператор,2022-06-19,,530.0,1,1,17,1,3,12,3.1,-30,0
940,Прохоров Феоктист Егорович,54,Логистика,Водитель,2024-06-19,,392.0,0,0,6,0,0,6,3.2,79,0
941,Вацлав Данилович Буров,29,Производство,Мастер смены,2023-07-20,,368.0,0,0,17,1,2,7,3.2,90,0
942,Мартынов Венедикт Фомич,25,Производство,Технолог,2022-10-04,2024-10-27,500.0,0,0,26,1,1,17,4.6,-16,1
943,Виталий Ефимович Маслов,27,Производство,Мастер смены,2022-11-29,,585.0,1,2,8,1,1,13,4.0,-23,0
944,Иосиф Давыдович Галкин,39,Финансы,Финансовый аналитик,2022-08-13,,554.0,0,0,28,0,0,28,3.1,62,0
945,Полина Владиславовна Комарова,35,Продажи,KAM,2024-06-09,,754.0,0,0,6,0,0,6,3.4,73,0
946,Борисов Федосий Гертрудович,36,Финансы,Экономист,2023-04-02,,787.0,1,1,11,0,0,20,4.5,85,0
947,Баранова Прасковья Семеновна,33,Производство,Технолог,2023-04-16,2024-04-28,548.0,0,0,20,0,0,20,1.8,-7,1
948,Глафира Максимовна Мартынова,47,Производство,Технолог,2022-07-01,2023-12-09,512.0,0,0,29,0,0,29,2.7,-12,1
949,Наркис Артемьевич Евсеев,55,Производство,Начальник цеха,2022-04-13,,358.0,0,0,32,1,4,3,3.4,75,0
950,Иванна Олеговна Костина,37,Финансы,Бухгалтер,2022-05-16,,803.0,1,1,9,0,0,31,3.6,71,0
951,Анастасия Оскаровна Сазонова,43,Производство,Оператор,2023-07-10,,559.0,0,0,17,0,0,17,4.4,84,0
952,Горбачева Алла Павловна,52,Финансы,Финансовый аналитик,2022-12-06,,545.0,0,0,24,1,2,20,4.5,39,0
953,Исакова Людмила Викторовна,40,Производство,Оператор,2022-04-16,,349.0,1,1,9,0,0,32,3.7,24,0
954,Бажен Владиславович Громов,46,Производство,Мастер смены,2022-08-20,,512.0,1,2,26,0,0,28,3.4,32,0
955,Ираида Николаевна Ковалева,40,IT,Аналитик,2022-04-15,2022-08-27,840.0,1,2,21,0,0,32,2.3,-20,1
956,Пров Демьянович Андреев,55,Логистика,Кладовщик,2023-03-15,2024-12-31,362.0,0,0,21,1,2,13,4.9,-11,1
